# Time [ms], MC signal
46.698988,0.560
46.700048,0.558
46.701005,0.558
46.701998,0.561
46.703001,0.558
46.704029,0.558
46.704995,0.560
46.706000,0.558
46.707005,0.559
46.707995,0.559
46.709017,0.559
46.710063,0.558
46.711001,0.558
46.712014,0.558
46.712992,0.558
46.714061,0.557
46.715005,0.558
46.716050,0.557
46.717097,0.555
46.718025,0.558
46.719019,0.558
46.720047,0.558
46.721006,0.556
46.721988,0.556
46.723030,0.556
46.724002,0.557
46.725029,0.557
46.726013,0.558
46.726983,0.557
46.728043,0.556
46.729021,0.556
46.730051,0.554
46.731017,0.554
46.732054,0.553
46.733018,0.555
46.733991,0.556
46.734989,0.556
46.735986,0.556
46.737029,0.553
46.738018,0.554
46.738997,0.554
46.740000,0.555
46.741048,0.553
46.742012,0.553
46.742987,0.553
46.744044,0.554
46.745047,0.554
46.745994,0.553
46.747061,0.553
46.748001,0.553
46.749051,0.552
46.750051,0.554
46.751008,0.553
46.752016,0.553
46.752987,0.552
46.754012,0.553
46.755059,0.553
46.756006,0.554
46.757034,0.553
46.758039,0.553
46.759051,0.553
46.760001,0.553
46.760983,0.550
46.761996,0.553
46.763031,0.549
46.763997,0.552
46.765055,0.553
46.765985,0.551
46.767028,0.552
46.768019,0.552
46.769033,0.551
46.770006,0.553
46.771023,0.553
46.772072,0.551
46.773024,0.553
46.773983,0.553
46.775039,0.553
46.776044,0.551
46.776997,0.552
46.777996,0.553
46.779034,0.552
46.780003,0.552
46.780996,0.552
46.782009,0.550
46.783054,0.550
46.783993,0.550
46.785007,0.553
46.785987,0.550
46.787048,0.549
46.788006,0.550
46.788987,0.551
46.790034,0.553
46.791021,0.551
46.792042,0.552
46.792999,0.549
46.793985,0.550
46.795012,0.551
46.796040,0.551
46.797039,0.550
46.798036,0.549
46.798998,0.550
46.800027,0.550
46.800996,0.549
46.802051,0.549
46.803081,0.549
46.804045,0.550
46.805006,0.550
46.806049,0.549
46.807019,0.551
46.807995,0.550
46.809011,0.549
46.810022,0.549
46.810986,0.549
46.812038,0.548
46.813002,0.549
46.814052,0.549
46.814987,0.547
46.816047,0.549
46.817026,0.549
46.818000,0.549
46.819062,0.548
46.819988,0.546
46.821029,0.551
46.822013,0.547
46.822986,0.549
46.824063,0.548
46.824998,0.548
46.826041,0.547
46.827004,0.547
46.828050,0.550
46.829012,0.549
46.829989,0.547
46.831035,0.549
46.832007,0.548
46.833024,0.548
46.833983,0.547
46.835042,0.546
46.836017,0.547
46.837013,0.546
46.837983,0.546
46.839045,0.547
46.840048,0.546
46.841020,0.545
46.842000,0.544
46.843018,0.545
46.844092,0.547
46.845038,0.545
46.846003,0.545
46.846994,0.544
46.847987,0.545
46.849038,0.545
46.850057,0.545
46.851019,0.544
46.852001,0.545
46.853051,0.545
46.854031,0.545
46.854987,0.545
46.856050,0.545
46.857059,0.544
46.858044,0.543
46.859042,0.543
46.860080,0.542
46.861034,0.541
46.862005,0.541
46.863045,0.542
46.864010,0.542
46.865051,0.542
46.866031,0.539
46.867058,0.541
46.868039,0.541
46.869009,0.541
46.870006,0.541
46.870984,0.541
46.872022,0.541
46.873012,0.541
46.873993,0.539
46.875022,0.540
46.876086,0.540
46.877018,0.540
46.878006,0.539
46.879000,0.540
46.880014,0.537
46.880993,0.539
46.882023,0.537
46.882986,0.540
46.884045,0.539
46.884986,0.540
46.886031,0.541
46.887010,0.537
46.888038,0.539
46.889043,0.537
46.890054,0.537
46.891027,0.538
46.891999,0.537
46.893016,0.538
46.894089,0.538
46.895034,0.538
46.896010,0.536
46.897008,0.537
46.898038,0.537
46.899039,0.538
46.900035,0.537
46.901030,0.535
46.902022,0.537
46.903059,0.537
46.904016,0.536
46.905043,0.533
46.906011,0.535
46.907050,0.535
46.907987,0.532
46.909006,0.534
46.910037,0.535
46.911000,0.535
46.912050,0.535
46.912983,0.534
46.914034,0.533
46.915006,0.532
46.916062,0.534
46.917049,0.533
46.917988,0.533
46.919046,0.532
46.920018,0.533
46.921038,0.533
46.921983,0.532
46.923040,0.529
46.923990,0.531
46.925051,0.532
46.926086,0.531
46.927014,0.531
46.928010,0.533
46.928986,0.531
46.930059,0.531
46.931007,0.530
46.932050,0.530
46.933024,0.529
46.933998,0.531
46.935046,0.531
46.935983,0.529
46.937036,0.530
46.938016,0.531
46.939004,0.529
46.939999,0.529
46.940995,0.531
46.942054,0.529
46.943025,0.529
46.943995,0.529
46.944987,0.527
46.945996,0.528
46.947059,0.527
46.948010,0.529
46.948989,0.528
46.950039,0.528
46.950984,0.526
46.952052,0.529
46.953014,0.529
46.954045,0.527
46.954998,0.526
46.956035,0.526
46.957021,0.526
46.958001,0.525
46.959063,0.526
46.960019,0.525
46.961046,0.526
46.962012,0.525
46.962990,0.524
46.963996,0.527
46.965053,0.524
46.966024,0.524
46.966988,0.525
46.968038,0.524
46.968994,0.524
46.969990,0.524
46.971017,0.523
46.972060,0.524
46.973046,0.522
46.974083,0.524
46.975046,0.522
46.976008,0.521
46.977049,0.522
46.978035,0.523
46.979079,0.522
46.980042,0.520
46.981017,0.522
46.981992,0.522
46.983047,0.522
46.984078,0.522
46.985032,0.521
46.985985,0.520
46.987031,0.521
46.988025,0.520
46.989067,0.520
46.989986,0.520
46.991046,0.520
46.992008,0.520
46.993049,0.519
46.994007,0.520
46.995005,0.519
46.996036,0.521
46.997014,0.521
46.997993,0.520
46.999004,0.521
47.000005,0.520
47.001055,0.520
47.002014,0.520
47.002986,0.521
47.004003,0.520
47.005053,0.521
47.005995,0.518
47.007051,0.520
47.008041,0.519
47.009000,0.520
47.010052,0.519
47.011064,0.520
47.012016,0.518
47.013046,0.520
47.014008,0.518
47.015051,0.519
47.016029,0.520
47.017037,0.520
47.018094,0.520
47.019065,0.520
47.020059,0.516
47.021000,0.519
47.022004,0.519
47.023049,0.517
47.023983,0.520
47.024991,0.519
47.026040,0.520
47.026984,0.518
47.028088,0.518
47.028996,0.518
47.030112,0.519
47.031020,0.520
47.032041,0.516
47.033089,0.519
47.033989,0.519
47.034996,0.519
47.036027,0.518
47.037031,0.518
47.037990,0.518
47.038989,0.518
47.040029,0.519
47.041034,0.518
47.042007,0.517
47.043033,0.517
47.044041,0.518
47.045063,0.519
47.046027,0.516
47.047013,0.518
47.048031,0.519
47.049021,0.519
47.050070,0.520
47.051009,0.519
47.052054,0.517
47.053031,0.517
47.054038,0.517
47.055018,0.516
47.055985,0.517
47.056989,0.518
47.057993,0.517
47.059020,0.517
47.059987,0.520
47.061014,0.519
47.061987,0.518
47.063031,0.518
47.064061,0.517
47.064989,0.518
47.066035,0.518
47.067010,0.518
47.068083,0.516
47.069029,0.518
47.070042,0.516
47.070985,0.518
47.072026,0.517
47.073038,0.516
47.073990,0.517
47.074987,0.516
47.076008,0.516
47.077013,0.516
47.078023,0.517
47.079049,0.516
47.080045,0.516
47.080987,0.517
47.082032,0.516
47.083012,0.517
47.084055,0.518
47.085026,0.517
47.086055,0.516
47.087083,0.516
47.088023,0.517
47.088991,0.516
47.089983,0.516
47.091002,0.517
47.092057,0.517
47.093001,0.516
47.094032,0.516
47.094997,0.516
47.096003,0.516
47.097022,0.517
47.098003,0.516
47.099029,0.517
47.100013,0.516
47.101016,0.517
47.102044,0.516
47.103008,0.516
47.104076,0.516
47.105031,0.518
47.106005,0.517
47.107038,0.518
47.108084,0.515
47.109022,0.516
47.110044,0.517
47.111001,0.517
47.111985,0.517
47.113003,0.517
47.114049,0.517
47.114987,0.516
47.116011,0.517
47.117006,0.516
47.118031,0.516
47.119015,0.516
47.120059,0.516
47.120983,0.516
47.122011,0.516
47.123004,0.516
47.124032,0.516
47.125038,0.516
47.126031,0.516
47.126984,0.517
47.128006,0.516
47.128985,0.518
47.130013,0.517
47.131004,0.516
47.132009,0.514
47.133037,0.518
47.134035,0.516
47.135003,0.517
47.136061,0.516
47.137011,0.516
47.138057,0.516
47.139022,0.517
47.140026,0.517
47.141015,0.517
47.142011,0.517
47.143029,0.518
47.143988,0.519
47.145037,0.518
47.146003,0.516
47.146983,0.517
47.147997,0.519
47.149045,0.516
47.150063,0.517
47.151024,0.518
47.151988,0.517
47.153025,0.516
47.154016,0.516
47.155035,0.516
47.156000,0.517
47.157050,0.516
47.158020,0.516
47.159035,0.517
47.160016,0.516
47.161033,0.517
47.162082,0.516
47.163034,0.517
47.163984,0.517
47.165038,0.516
47.165985,0.516
47.167017,0.516
47.168012,0.519
47.169035,0.516
47.169997,0.517
47.171046,0.518
47.172027,0.517
47.172992,0.516
47.173996,0.519
47.175023,0.517
47.175988,0.516
47.177062,0.517
47.178006,0.516
47.179001,0.516
47.180021,0.517
47.181082,0.516
47.182008,0.516
47.183049,0.518
47.183984,0.517
47.185035,0.516
47.185991,0.516
47.187027,0.516
47.188008,0.516
47.189047,0.517
47.190049,0.516
47.191077,0.516
47.192010,0.518
47.193052,0.517
47.194016,0.517
47.195045,0.518
47.196041,0.517
47.196992,0.518
47.198053,0.518
47.199041,0.519
47.200006,0.518
47.200984,0.518
47.201996,0.518
47.203045,0.517
47.204009,0.516
47.205041,0.518
47.206043,0.517
47.207042,0.517
47.208040,0.517
47.209010,0.516
47.210041,0.518
47.210995,0.518
47.212029,0.516
47.213025,0.518
47.213997,0.516
47.215036,0.519
47.215992,0.520
47.217029,0.517
47.218010,0.518
47.219049,0.518
47.220003,0.516
47.220992,0.517
47.222021,0.517
47.222984,0.519
47.224035,0.517
47.225031,0.516
47.226027,0.519
47.227018,0.518
47.227999,0.517
47.229046,0.516
47.230044,0.517
47.231026,0.519
47.231990,0.518
47.233028,0.517
47.234041,0.518
47.235077,0.517
47.236033,0.518
47.236998,0.518
47.238056,0.518
47.239048,0.517
47.240007,0.519
47.241079,0.516
47.242026,0.517
47.242990,0.518
47.244031,0.516
47.244988,0.517
47.246064,0.518
47.246999,0.517
47.247984,0.517
47.249037,0.516
47.250068,0.516
47.251035,0.517
47.252009,0.519
47.253057,0.517
47.254022,0.518
47.255053,0.517
47.256024,0.516
47.256984,0.519
47.258058,0.517
47.259029,0.518
47.260048,0.519
47.261005,0.519
47.262034,0.517
47.263038,0.520
47.264018,0.520
47.265036,0.518
47.266015,0.517
47.267044,0.518
47.268026,0.516
47.269005,0.519
47.270028,0.517
47.271007,0.517
47.272037,0.518
47.273001,0.518
47.274051,0.517
47.274993,0.518
47.276046,0.517
47.277029,0.516
47.278017,0.519
47.279065,0.519
47.280005,0.517
47.280994,0.519
47.282031,0.519
47.282994,0.520
47.283986,0.518
47.285016,0.520
47.286078,0.518
47.287011,0.518
47.287984,0.519
47.288994,0.519
47.289992,0.517
47.291056,0.517
47.292032,0.518
47.293003,0.516
47.293984,0.519
47.295011,0.519
47.296074,0.518
47.297000,0.519
47.298055,0.519
47.298992,0.518
47.299998,0.520
47.300985,0.518
47.302015,0.520
47.303057,0.520
47.304029,0.520
47.305025,0.518
47.306031,0.520
47.307011,0.520
47.308042,0.520
47.309043,0.520
47.310041,0.520
47.311019,0.520
47.311993,0.520
47.313047,0.519
47.314004,0.519
47.315031,0.517
47.315997,0.519
47.317038,0.520
47.318004,0.519
47.319000,0.520
47.319988,0.518
47.321029,0.519
47.321994,0.519
47.323024,0.519
47.323988,0.519
47.325024,0.520
47.325989,0.520
47.327050,0.520
47.328015,0.520
47.328984,0.519
47.330021,0.519
47.331002,0.521
47.332039,0.520
47.333068,0.519
47.334037,0.520
47.335012,0.520
47.336065,0.519
47.337034,0.520
47.338000,0.521
47.339013,0.520
47.340016,0.520
47.340984,0.520
47.342041,0.521
47.343014,0.520
47.344010,0.520
47.345006,0.520
47.345985,0.520
47.347021,0.522
47.347990,0.522
47.349015,0.520
47.350043,0.522
47.351006,0.522
47.352048,0.522
47.353012,0.520
47.353984,0.522
47.355011,0.523
47.356036,0.520
47.357037,0.522
47.358013,0.521
47.358998,0.521
47.360019,0.522
47.361075,0.520
47.362023,0.522
47.362989,0.522
47.364035,0.523
47.365038,0.521
47.365986,0.523
47.367055,0.521
47.367991,0.524
47.369048,0.522
47.370038,0.522
47.370993,0.524
47.372001,0.523
47.373049,0.521
47.374013,0.522
47.375058,0.523
47.375997,0.523
47.377009,0.522
47.378007,0.524
47.379066,0.523
47.380033,0.523
47.381004,0.524
47.382023,0.524
47.383068,0.522
47.384007,0.522
47.385044,0.525
47.386039,0.524
47.386985,0.523
47.388000,0.524
47.389060,0.525
47.390024,0.524
47.390997,0.524
47.392076,0.524
47.393006,0.525
47.394034,0.525
47.394999,0.524
47.396003,0.524
47.397029,0.525
47.398035,0.525
47.399013,0.526
47.400005,0.526
47.401039,0.525
47.402019,0.525
47.403048,0.524
47.404021,0.524
47.405015,0.525
47.406013,0.526
47.407008,0.524
47.408041,0.524
47.409019,0.524
47.409984,0.526
47.411020,0.526
47.411986,0.526
47.413026,0.525
47.413999,0.524
47.415044,0.525
47.415994,0.524
47.417044,0.525
47.418026,0.525
47.418996,0.526
47.420042,0.526
47.420996,0.526
47.422036,0.527
47.423025,0.524
47.424049,0.524
47.425055,0.526
47.426027,0.525
47.427045,0.525
47.428103,0.527
47.429018,0.526
47.429992,0.529
47.431035,0.527
47.432028,0.527
47.432993,0.525
47.433987,0.528
47.435041,0.528
47.436090,0.524
47.437047,0.525
47.438096,0.525
47.439056,0.528
47.439988,0.527
47.440997,0.526
47.442075,0.525
47.443060,0.528
47.443992,0.525
47.444999,0.529
47.446117,0.527
47.447046,0.525
47.448039,0.529
47.448991,0.527
47.450026,0.528
47.451028,0.527
47.452026,0.525
47.453018,0.525
47.454020,0.526
47.454993,0.528
47.456012,0.526
47.457055,0.527
47.458044,0.527
47.458986,0.525
47.460030,0.525
47.461053,0.527
47.462060,0.528
47.463039,0.527
47.464004,0.527
47.465067,0.528
47.466006,0.527
47.467033,0.528
47.468025,0.526
47.469072,0.526
47.470001,0.527
47.470996,0.528
47.472033,0.527
47.472990,0.527
47.474019,0.528
47.474983,0.527
47.476048,0.527
47.477027,0.526
47.478076,0.527
47.479030,0.526
47.480061,0.528
47.481026,0.524
47.482044,0.526
47.482999,0.526
47.483983,0.527
47.484986,0.526
47.486016,0.526
47.487027,0.527
47.488062,0.526
47.488998,0.528
47.490043,0.526
47.491066,0.526
47.491995,0.526
47.493038,0.528
47.494025,0.527
47.494984,0.528
47.496025,0.527
47.497060,0.528
47.498006,0.529
47.499046,0.526
47.500004,0.527
47.501060,0.527
47.502014,0.527
47.503026,0.527
47.504072,0.529
47.505009,0.528
47.506031,0.526
47.507044,0.526
47.507987,0.528
47.509053,0.529
47.510025,0.528
47.511043,0.527
47.512035,0.527
47.513082,0.529
47.514011,0.527
47.515055,0.527
47.516034,0.529
47.517047,0.528
47.518045,0.529
47.519008,0.528
47.520015,0.528
47.520986,0.527
47.522010,0.528
47.523057,0.529
47.524020,0.528
47.525058,0.529
47.526023,0.529
47.527026,0.529
47.527991,0.529
47.529052,0.527
47.530084,0.529
47.531050,0.529
47.532029,0.529
47.532984,0.529
47.533991,0.529
47.535031,0.527
47.535987,0.528
47.537010,0.529
47.538026,0.528
47.539042,0.530
47.539986,0.529
47.541026,0.531
47.542039,0.533
47.542990,0.530
47.544040,0.529
47.544988,0.529
47.546053,0.531
47.546990,0.529
47.548020,0.529
47.549017,0.529
47.550065,0.530
47.550992,0.528
47.552052,0.529
47.553018,0.529
47.554081,0.529
47.555014,0.530
47.555987,0.528
47.557050,0.529
47.558023,0.529
47.559085,0.530
47.560027,0.530
47.560999,0.530
47.561989,0.529
47.563019,0.532
47.564081,0.529
47.565005,0.532
47.566048,0.529
47.567044,0.530
47.568043,0.532
47.568997,0.531
47.570026,0.531
47.570990,0.529
47.572032,0.530
47.573070,0.532
47.574043,0.532
47.575002,0.530
47.576051,0.532
47.577021,0.531
47.578001,0.531
47.579071,0.531
47.580019,0.532
47.580988,0.532
47.582045,0.532
47.583008,0.530
47.583989,0.532
47.584991,0.532
47.586042,0.533
47.587016,0.533
47.587999,0.533
47.589003,0.532
47.590008,0.532
47.591010,0.533
47.592036,0.532
47.593017,0.533
47.594045,0.534
47.595014,0.533
47.595999,0.533
47.596995,0.534
47.598026,0.533
47.598996,0.535
47.600043,0.535
47.601046,0.536
47.601993,0.534
47.603000,0.535
47.604049,0.534
47.605000,0.533
47.606041,0.535
47.606996,0.535
47.608057,0.535
47.608997,0.533
47.610036,0.533
47.611026,0.536
47.612031,0.534
47.613058,0.534
47.614023,0.536
47.615026,0.534
47.615985,0.535
47.617068,0.537
47.618059,0.537
47.618989,0.535
47.620033,0.535
47.621056,0.536
47.621994,0.535
47.623046,0.535
47.624070,0.537
47.625031,0.535
47.626003,0.538
47.627021,0.537
47.628033,0.537
47.629077,0.536
47.630012,0.538
47.631055,0.536
47.632038,0.537
47.633044,0.537
47.634024,0.536
47.634987,0.537
47.635995,0.536
47.637035,0.538
47.638007,0.538
47.639019,0.539
47.640014,0.537
47.641040,0.537
47.641984,0.537
47.643030,0.537
47.644043,0.537
47.644986,0.537
47.646027,0.537
47.647019,0.537
47.648030,0.537
47.648986,0.537
47.650049,0.537
47.651050,0.538
47.652020,0.540
47.653004,0.539
47.654061,0.537
47.655016,0.538
47.656045,0.539
47.657022,0.538
47.658002,0.540
47.659063,0.538
47.660027,0.540
47.660994,0.541
47.662038,0.539
47.663009,0.541
47.664028,0.542
47.665009,0.538
47.666046,0.539
47.667011,0.539
47.668000,0.541
47.669053,0.539
47.670015,0.539
47.671050,0.539
47.672025,0.542
47.672995,0.540
47.673992,0.541
47.675056,0.541
47.676032,0.541
47.677006,0.541
47.677994,0.541
47.679046,0.541
47.680002,0.541
47.681029,0.542
47.682000,0.541
47.682992,0.540
47.684043,0.541
47.684996,0.542
47.686025,0.543
47.686990,0.543
47.688031,0.541
47.689005,0.542
47.690005,0.541
47.691032,0.541
47.691998,0.542
47.693037,0.542
47.694068,0.543
47.695031,0.542
47.696068,0.545
47.697057,0.544
47.698037,0.543
47.698987,0.542
47.700029,0.543
47.700991,0.542
47.702013,0.545
47.703066,0.542
47.704022,0.544
47.705052,0.543
47.706018,0.546
47.707027,0.545
47.707983,0.545
47.708991,0.546
47.710031,0.545
47.711048,0.546
47.712035,0.542
47.712989,0.545
47.714005,0.544
47.714984,0.544
47.716003,0.545
47.717048,0.545
47.717994,0.545
47.719041,0.546
47.720033,0.545
47.721080,0.545
47.722009,0.545
47.723053,0.545
47.723984,0.547
47.725011,0.546
47.726023,0.548
47.726986,0.544
47.728049,0.546
47.728991,0.547
47.730033,0.548
47.731003,0.548
47.732052,0.546
47.733051,0.547
47.733997,0.546
47.735039,0.549
47.736003,0.549
47.737032,0.547
47.738040,0.548
47.738998,0.546
47.740043,0.549
47.741021,0.548
47.742052,0.549
47.743006,0.548
47.744043,0.548
47.745019,0.549
47.745988,0.549
47.746984,0.549
47.748060,0.548
47.749028,0.548
47.749992,0.549
47.751056,0.549
47.752003,0.546
47.753060,0.548
47.754011,0.549
47.754992,0.548
47.756043,0.549
47.756990,0.549
47.757986,0.549
47.759032,0.550
47.759998,0.550
47.761047,0.549
47.761998,0.549
47.763048,0.549
47.764021,0.549
47.765058,0.550
47.766039,0.550
47.767041,0.550
47.768007,0.549
47.769028,0.551
47.770003,0.549
47.771050,0.551
47.771985,0.551
47.773026,0.549
47.773990,0.553
47.775028,0.551
47.775999,0.550
47.777037,0.551
47.778030,0.549
47.779010,0.552
47.780041,0.551
47.781003,0.551
47.782040,0.553
47.783008,0.553
47.783994,0.549
47.784991,0.553
47.786049,0.553
47.787008,0.553
47.788060,0.553
47.789048,0.554
47.790007,0.552
47.791035,0.554
47.791990,0.554
47.793040,0.552
47.794021,0.552
47.795016,0.554
47.795996,0.554
47.797025,0.553
47.798014,0.554
47.798991,0.553
47.800026,0.554
47.800991,0.555
47.802032,0.553
47.803062,0.556
47.804018,0.554
47.805015,0.554
47.806068,0.555
47.807035,0.554
47.808066,0.556
47.809036,0.553
47.809988,0.554
47.811030,0.553
47.812027,0.557
47.813071,0.555
47.814028,0.555
47.815055,0.556
47.816021,0.555
47.816990,0.557
47.818025,0.555
47.819039,0.555
47.820012,0.555
47.821053,0.555
47.822018,0.557
47.823047,0.557
47.824012,0.558
47.825048,0.554
47.826018,0.558
47.827008,0.555
47.828038,0.558
47.828992,0.558
47.830046,0.558
47.831019,0.557
47.832000,0.557
47.832996,0.558
47.833992,0.558
47.835021,0.558
47.835995,0.558
47.837051,0.559
47.837993,0.556
47.839034,0.558
47.840016,0.559
47.841063,0.558
47.842028,0.559
47.842986,0.560
47.844029,0.558
47.844999,0.559
47.846041,0.560
47.846995,0.561
47.847986,0.560
47.849036,0.558
47.850018,0.559
47.851047,0.561
47.852007,0.561
47.853034,0.560
47.854008,0.562
47.855005,0.561
47.856040,0.560
47.857000,0.560
47.858036,0.561
47.859007,0.561
47.859997,0.560
47.861030,0.562
47.862030,0.562
47.863068,0.562
47.864055,0.560
47.865036,0.562
47.866044,0.562
47.866987,0.562
47.868015,0.562
47.869006,0.562
47.870078,0.563
47.870991,0.562
47.872039,0.563
47.873030,0.562
47.874047,0.562
47.875009,0.564
47.876068,0.563
47.877042,0.563
47.878051,0.563
47.879021,0.564
47.880013,0.565
47.881071,0.562
47.882003,0.562
47.883058,0.564
47.883987,0.564
47.885010,0.563
47.885992,0.564
47.887002,0.565
47.888011,0.562
47.889044,0.565
47.890005,0.564
47.890989,0.566
47.892081,0.564
47.893005,0.564
47.894016,0.564
47.894999,0.566
47.896041,0.563
47.896986,0.564
47.898008,0.565
47.898996,0.565
47.900041,0.566
47.901004,0.564
47.902034,0.566
47.902988,0.567
47.904025,0.567
47.905002,0.566
47.905989,0.566
47.906985,0.565
47.908059,0.566
47.909009,0.566
47.909985,0.567
47.911041,0.566
47.912039,0.567
47.913042,0.569
47.914007,0.567
47.915036,0.567
47.916001,0.567
47.917036,0.567
47.918025,0.568
47.918995,0.569
47.920034,0.567
47.920991,0.569
47.922021,0.568
47.922993,0.570
47.923988,0.570
47.924985,0.569
47.926049,0.568
47.927016,0.567
47.927997,0.568
47.928990,0.570
47.930020,0.568
47.931081,0.568
47.932011,0.569
47.933052,0.569
47.934040,0.570
47.935004,0.567
47.935986,0.568
47.937014,0.570
47.938006,0.570
47.939043,0.570
47.940000,0.566
47.940988,0.570
47.942035,0.569
47.943014,0.569
47.944044,0.570
47.945008,0.570
47.946059,0.570
47.947000,0.570
47.947985,0.570
47.948984,0.570
47.949984,0.570
47.951041,0.570
47.951996,0.570
47.953053,0.570
47.954033,0.573
47.954988,0.572
47.956074,0.570
47.957007,0.573
47.958057,0.570
47.959044,0.573
47.959983,0.572
47.961040,0.573
47.961992,0.572
47.963050,0.573
47.964023,0.574
47.965027,0.572
47.966018,0.570
47.966986,0.572
47.968017,0.571
47.968987,0.574
47.970035,0.571
47.971000,0.572
47.972049,0.573
47.973006,0.572
47.974069,0.574
47.974994,0.573
47.976037,0.572
47.977024,0.573
47.977996,0.572
47.978987,0.575
47.980023,0.573
47.981002,0.574
47.982032,0.574
47.982996,0.574
47.984072,0.574
47.985014,0.573
47.985993,0.574
47.987022,0.574
47.987987,0.574
47.989050,0.574
47.990020,0.573
47.991046,0.575
47.992006,0.574
47.993048,0.574
47.994031,0.574
47.995060,0.574
47.996025,0.574
47.996984,0.574
47.998044,0.574
47.999049,0.574
48.000082,0.575
48.001037,0.574
48.001997,0.576
48.003047,0.574
48.004019,0.574
48.005015,0.575
48.006012,0.574
48.006983,0.575
48.008022,0.576
48.008999,0.575
48.010029,0.575
48.010994,0.574
48.012035,0.576
48.013081,0.576
48.014046,0.574
48.015004,0.575
48.016047,0.578
48.017018,0.576
48.018044,0.576
48.019058,0.576
48.020025,0.574
48.020997,0.577
48.021983,0.578
48.023013,0.577
48.024063,0.577
48.024996,0.577
48.026039,0.578
48.027027,0.578
48.027986,0.577
48.029000,0.575
48.030005,0.576
48.031047,0.578
48.032014,0.578
48.033052,0.578
48.034070,0.577
48.035003,0.577
48.035983,0.577
48.037013,0.579
48.038065,0.577
48.038994,0.577
48.040002,0.578
48.041065,0.579
48.042042,0.578
48.043006,0.578
48.044048,0.579
48.044983,0.579
48.046051,0.579
48.047001,0.578
48.048059,0.577
48.048995,0.578
48.050017,0.578
48.051087,0.580
48.052025,0.578
48.052988,0.578
48.054038,0.578
48.055055,0.578
48.056072,0.578
48.057005,0.578
48.058057,0.578
48.058987,0.578
48.059984,0.578
48.061050,0.580
48.062001,0.578
48.062991,0.575
48.064050,0.578
48.065045,0.577
48.066025,0.579
48.066989,0.578
48.068019,0.580
48.069000,0.580
48.070051,0.580
48.071018,0.578
48.071990,0.580
48.072986,0.579
48.074046,0.578
48.075017,0.578
48.075991,0.580
48.076987,0.578
48.078024,0.578
48.079003,0.579
48.080029,0.578
48.080996,0.580
48.082046,0.578
48.083003,0.578
48.084075,0.581
48.085020,0.581
48.085986,0.580
48.087025,0.582
48.087989,0.580
48.089048,0.581
48.089991,0.581
48.091010,0.581
48.092000,0.581
48.093012,0.581
48.094050,0.582
48.095045,0.582
48.096064,0.582
48.097020,0.582
48.097990,0.582
48.099059,0.581
48.100054,0.581
48.100998,0.581
48.102046,0.581
48.103009,0.582
48.104040,0.580
48.104993,0.581
48.105984,0.582
48.107034,0.582
48.107999,0.582
48.109028,0.581
48.109999,0.581
48.111028,0.580
48.112003,0.582
48.113000,0.582
48.114035,0.581
48.114996,0.581
48.116025,0.582
48.116990,0.582
48.118039,0.582
48.119004,0.580
48.120000,0.582
48.121040,0.582
48.122019,0.581
48.122983,0.580
48.124022,0.582
48.124984,0.581
48.126013,0.582
48.127056,0.582
48.128038,0.581
48.128989,0.581
48.130080,0.581
48.131015,0.582
48.131993,0.580
48.133032,0.582
48.134065,0.580
48.135034,0.580
48.135986,0.581
48.137036,0.580
48.138022,0.582
48.139059,0.581
48.140030,0.581
48.141059,0.580
48.142048,0.580
48.143027,0.580
48.144054,0.580
48.145011,0.580
48.146041,0.581
48.147004,0.582
48.147992,0.580
48.149019,0.580
48.150022,0.580
48.150988,0.581
48.152022,0.580
48.153069,0.579
48.154004,0.580
48.155059,0.582
48.156049,0.580
48.156998,0.582
48.158060,0.580
48.158989,0.579
48.160017,0.578
48.161010,0.580
48.162023,0.578
48.163051,0.578
48.164049,0.580
48.165072,0.580
48.166001,0.581
48.166991,0.581
48.168024,0.581
48.169076,0.581
48.170030,0.578
48.170999,0.580
48.172045,0.582
48.172991,0.580
48.174012,0.579
48.174995,0.580
48.175999,0.579
48.177026,0.580
48.177993,0.579
48.179063,0.581
48.180070,0.579
48.181010,0.580
48.182028,0.578
48.183074,0.579
48.184012,0.578
48.185032,0.579
48.186032,0.579
48.187042,0.578
48.187992,0.580
48.189054,0.578
48.190055,0.578
48.191029,0.577
48.191996,0.577
48.193039,0.579
48.194023,0.578
48.195026,0.578
48.196060,0.578
48.197025,0.578
48.198044,0.578
48.199005,0.578
48.200006,0.579
48.201026,0.578
48.202054,0.579
48.203018,0.579
48.204031,0.578
48.204986,0.579
48.206048,0.577
48.207071,0.577
48.208033,0.580
48.209010,0.578
48.209990,0.579
48.211046,0.580
48.211984,0.578
48.213013,0.578
48.214058,0.578
48.215036,0.579
48.216051,0.578
48.217031,0.579
48.217987,0.578
48.219000,0.578
48.219988,0.578
48.221008,0.578
48.221990,0.577
48.223037,0.579
48.223984,0.579
48.225045,0.578
48.226070,0.578
48.226998,0.578
48.228052,0.578
48.228984,0.578
48.229997,0.578
48.231039,0.578
48.231992,0.580
48.232998,0.578
48.234048,0.578
48.235005,0.578
48.236057,0.578
48.237011,0.578
48.238043,0.579
48.239036,0.580
48.240015,0.578
48.240983,0.579
48.242028,0.578
48.242992,0.578
48.244050,0.578
48.244999,0.578
48.246015,0.577
48.246994,0.578
48.248020,0.578
48.249065,0.578
48.250024,0.577
48.251057,0.578
48.251991,0.577
